,objectid,listed_tax,map_taxon,scientific,vernacular,threatened,migratory,marine,cetacean,presence_r,presence_c,extract_da,taxon_grou,taxon_fami,taxon_orde,taxon_clas,taxon_phyl,taxon_king,other_ids,cell_size,regions,attributio,sprat_prof,shape_leng,shape_area,species
3954,3954,68713,68713,Caladenia luteola,Lemon Spider Orchid,Critically Endangered,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Orchidaceae,Orchidales,Liliopsida,Magnoliophyta,Plantae,65290,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=68713,0.879999916,0.005499999,Caladenia luteola
4122,4122,68713,68713,Caladenia luteola,Lemon Spider Orchid,Critically Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Orchidaceae,Orchidales,Liliopsida,Magnoliophyta,Plantae,65290,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=68713,0.379999961,0.002,Caladenia luteola
1224,1224,55012,55012,Caladenia macroclavia,Large-club Spider-orchid,Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Orchidaceae,Orchidales,Liliopsida,Magnoliophyta,Plantae,76225,0.1,SA,"Species of National Environmental Significance 10km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55012,5.999999547,0.349999947,Caladenia macroclavia
1225,1225,55012,55012,Caladenia macroclavia,Large-club Spider-orchid,Endangered,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Orchidaceae,Orchidales,Liliopsida,Magnoliophyta,Plantae,76225,0.1,SA,"Species of National Environmental Significance 10km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55012,0.799999941,0.019999997,Caladenia macroclavia
2093,2093,65295,65295,Caladenia melanema,"Ballerina Orchid, Ballerina Spider Orchid",Critically Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Orchidaceae,Orchidales,Liliopsida,Magnoliophyta,Plantae,NA,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=65295,1.919999847,0.033999995,Caladenia melanema
2193,2193,65295,65295,Caladenia melanema,"Ballerina Orchid, Ballerina Spider Orchid",Critically Endangered,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Orchidaceae,Orchidales,Liliopsida,Magnoliophyta,Plantae,NA,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=65295,8.99999937,0.20479997,Caladenia melanema
1738,1738,83410,23873,Caladenia orientalis,Eastern Spider Orchid,Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Orchidaceae,Orchidales,Liliopsida,Magnoliophyta,Plantae,"2,387,376,200",0.01,VIC,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83410,3.419999678,0.039499993,Caladenia orientalis
1739,1739,83410,23873,Caladenia orientalis,Eastern Spider Orchid,Endangered,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Orchidaceae,Orchidales,Liliopsida,Magnoliophyta,Plantae,"2,387,376,200",0.01,VIC,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83410,13.17999878,0.128099978,Caladenia orientalis
544,544,76213,76213,Caladenia ornata,Ornate Pink Fingers,Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Orchidaceae,Orchidales,Liliopsida,Magnoliophyta,Plantae,"2,145,776,214",0.1,VIC; SA,"Species of National Environmental Significance 10km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=76213,8.19999934,0.629999895,Caladenia ornata
545,545,76213,76213,Caladenia ornata,Ornate Pink Fingers,Vulnerable,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Orchidaceae,Orchidales,Liliopsida,Magnoliophyta,Plantae,"2,145,776,214",0.1,VIC; SA,"Species of National Environmental Significance 10km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=76213,20.99999814,2.659999558,Caladenia ornata
3282,3282,3957,3957,Caladenia ovata,Kangaroo Island Spider-orchid,Vulnerable,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Orchidaceae,Orchidales,Liliopsida,Magnoliophyta,Plantae,76226,0.1,SA,"Species of National Environmental Significance 10km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3957,2.199999839,0.079999987,Caladenia ovata
3471,3471,3957,3957,Caladenia ovata,Kangaroo Island Spider-orchid,Vulnerable,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Orchidaceae,Orchidales,Liliopsida,Magnoliophyta,Plantae,76226,0.1,SA,"Species of National Environmental Significance 10km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3957,2.999999745,0.169999973,Caladenia ovata
706,706,9604,9604,Caladenia pallida,"Rosy Spider Orchid, Pale Spider-orchid, Summer Spider-orchid",Critically Endangered,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Orchidaceae,Orchidales,Liliopsida,Magnoliophyta,Plantae,"14,011,438,646,174,500,000",0.01,TAS,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=9604,3.379999692,0.031799994,Caladenia pallida
1026,1026,9604,9604,Caladenia pallida,"Rosy Spider Orchid, Pale Spider-orchid, Summer Spider-orchid",Critically Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Orchidaceae,Orchidales,Liliopsida,Magnoliophyta,Plantae,"14,011,438,646,174,500,000",0.01,TAS,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=9604,2.239999777,0.059299989,Caladenia pallida
70,70,68679,68679,Caladenia procera,Carbunup King Spider Orchid,Critically Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Orchidaceae,Orchidales,Liliopsida,Magnoliophyta,Plantae,NA,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=68679,0.499999963,0.003499999,Caladenia procera
71,71,68679,68679,Caladenia procera,Carbunup King Spider Orchid,Critically Endangered,NA,NA,NA,1,Species or species habitat may occur,22/01/2024,flora,Orchidaceae,Orchidales,Liliopsida,Magnoliophyta,Plantae,NA,0.01,WA,"Species of National Environmental Significance 1km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=68679,1.939999852,0.020899997,Caladenia procera
2599,2599,4155,4155,Caladenia pumila,Dwarf Spider-orchid,Critically Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Orchidaceae,Orchidales,Liliopsida,Magnoliophyta,Plantae,76201,0.1,VIC,"Species of National Environmental Significance 10km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=4155,1.599999826,0.129999978,Caladenia pumila
1114,1114,55018,55018,Caladenia richardsiorum,Little Dip Spider-orchid,Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Orchidaceae,Orchidales,Liliopsida,Magnoliophyta,Plantae,76228,0.1,SA,"Species of National Environmental Significance 10km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55018,2.799999766,0.11999998,Caladenia richardsiorum
1871,1871,13419,13419,Caladenia rigida,Stiff White Spider-orchid,Endangered,NA,NA,NA,2,Species or species habitat likely to occur,22/01/2024,flora,Orchidaceae,Orchidales,Liliopsida,Magnoliophyta,Plantae,"4,363,776,229",0.1,SA,"Species of National Environmental Significance 10km Grids January 2024 : Department of Climate Change, Energy, the Environment and Water, Canberra. Copyright: Commonwealth of Australia.",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13419,2.799999817,0.219999966,Caladenia rigida
